epoch,loss,mae,val_loss,val_mae
0,0.05988282710313797,0.026389747858047485,0.05166291818022728,0.02329963631927967
1,0.052207231521606445,0.02332749404013157,0.05172222852706909,0.023057010024785995
2,0.051782265305519104,0.023126270622015,0.05158320069313049,0.022934377193450928
3,0.051370229572057724,0.02292930893599987,0.05136009678244591,0.022855104878544807
4,0.05144947022199631,0.022990070283412933,0.05070444196462631,0.022731149569153786
5,0.05129010230302811,0.02289610356092453,0.05099328234791756,0.02261865697801113
6,0.050955455750226974,0.02274414151906967,0.05089746043086052,0.022679219022393227
7,0.0511428564786911,0.02282732166349888,0.05013146623969078,0.022326838225126266
8,0.05099679157137871,0.022754115983843803,0.050929270684719086,0.02284037321805954
9,0.05086686462163925,0.022708499804139137,0.051086828112602234,0.02272448129951954
10,0.05094820261001587,0.022739578038454056,0.05133621767163277,0.022938253358006477
11,0.05090872570872307,0.02272355929017067,0.05009859800338745,0.022442687302827835
12,0.05069362744688988,0.022612126544117928,0.050117794424295425,0.0223801601678133
13,0.050800587981939316,0.022649062797427177,0.05104639008641243,0.022614305838942528
14,0.05075230076909065,0.022642862051725388,0.05034705623984337,0.022498762235045433
15,0.050762638449668884,0.022658439353108406,0.05046001821756363,0.02258540317416191
16,0.050649553537368774,0.022608773782849312,0.05091075226664543,0.022573936730623245
17,0.050385985523462296,0.022484928369522095,0.049952879548072815,0.022300677374005318
18,0.05051986128091812,0.02254539169371128,0.049747735261917114,0.022076968103647232
19,0.05070337653160095,0.022621430456638336,0.049787022173404694,0.022187262773513794
20,0.05050720274448395,0.02253658138215542,0.05030147358775139,0.022396955639123917
21,0.050546515733003616,0.022561678662896156,0.05051284655928612,0.022538280114531517
22,0.050602756440639496,0.02258879505097866,0.05040949955582619,0.022468945011496544
23,0.050429511815309525,0.02250875160098076,0.05042659491300583,0.022659456357359886
24,0.05051009729504585,0.02254287712275982,0.049883611500263214,0.02232206054031849
25,0.05038385093212128,0.02248101681470871,0.05024417117238045,0.02229348011314869
26,0.05051223933696747,0.022531433030962944,0.050459664314985275,0.022309228777885437
27,0.050596319139003754,0.02258092351257801,0.04978620260953903,0.022129740566015244
28,0.0505031943321228,0.02253139764070511,0.050936777144670486,0.022716889157891273
29,0.05039307475090027,0.022484416142106056,0.05052339285612106,0.02239193208515644
30,0.05050107091665268,0.0225304514169693,0.05011577531695366,0.022421173751354218
31,0.050507161766290665,0.02253575250506401,0.050533097237348557,0.022561218589544296
32,0.05049404129385948,0.02253706194460392,0.050645310431718826,0.022598473355174065
33,0.05017635598778725,0.02238996885716915,0.050351303070783615,0.022577673196792603
34,0.050557639449834824,0.022564154118299484,0.050793617963790894,0.022652948275208473
35,0.05044927820563316,0.022523125633597374,0.050592921674251556,0.022591957822442055
36,0.050474613904953,0.022519124671816826,0.05060964450240135,0.0225144624710083
37,0.05025602504611015,0.022430969402194023,0.05079883337020874,0.022759661078453064
38,0.05021664872765541,0.022403758019208908,0.04950277879834175,0.02220039814710617
39,0.050214506685733795,0.022408898919820786,0.049987345933914185,0.02224024385213852
40,0.05026676133275032,0.02243802882730961,0.0498039536178112,0.022232020273804665
41,0.05037834495306015,0.022494129836559296,0.05060724914073944,0.022522078827023506
42,0.05021550878882408,0.02240498922765255,0.050440967082977295,0.022488078102469444
43,0.050537023693323135,0.022557012736797333,0.04951738938689232,0.022230463102459908
44,0.05049866437911987,0.022549478337168694,0.05050627142190933,0.022604690864682198
45,0.0503297783434391,0.022455208003520966,0.049777597188949585,0.02222505211830139
46,0.050455883145332336,0.022523706778883934,0.04983917251229286,0.022324569523334503
47,0.05050341412425041,0.02254815585911274,0.04989495873451233,0.022476816549897194
48,0.050318703055381775,0.022473109886050224,0.050076715648174286,0.02227706089615822
49,0.05041394755244255,0.022524181753396988,0.050012558698654175,0.022387497127056122
50,0.050141625106334686,0.02238493040204048,0.049647256731987,0.022105755284428596
51,0.05021652206778526,0.022418944165110588,0.049839794635772705,0.02227521687746048
52,0.05033306032419205,0.02246449701488018,0.050672877579927444,0.022683069109916687
53,0.05028972029685974,0.02245071716606617,0.04988275095820427,0.02228296361863613
54,0.05032110959291458,0.02247973531484604,0.050095994025468826,0.02242547832429409
55,0.05030202493071556,0.022461257874965668,0.04989909753203392,0.022351320832967758
56,0.05027869716286659,0.022443020716309547,0.05024906247854233,0.022467272356152534
57,0.05017464980483055,0.02240041457116604,0.05005604028701782,0.02250436693429947
58,0.05047222971916199,0.022550851106643677,0.049867354333400726,0.022163698449730873
59,0.050352901220321655,0.022483965381979942,0.050007034093141556,0.022314008325338364
60,0.050179991871118546,0.022413350641727448,0.050253406167030334,0.022495372220873833
61,0.050250180065631866,0.022438079118728638,0.04983540251851082,0.022432807832956314
62,0.050234634429216385,0.022440146654844284,0.05034121125936508,0.022524505853652954
63,0.050218839198350906,0.022406956180930138,0.05007655918598175,0.022382056340575218
64,0.05035066604614258,0.02250138483941555,0.05034885182976723,0.02246497943997383
65,0.05033867433667183,0.022484397515654564,0.04943422973155975,0.02198813296854496
66,0.05003904178738594,0.022349203005433083,0.05001870170235634,0.022389033809304237
67,0.050164543092250824,0.02239052951335907,0.049681611359119415,0.02212328277528286
68,0.050299208611249924,0.02248017117381096,0.04994538426399231,0.022339651361107826
69,0.05026368424296379,0.022453967481851578,0.050729356706142426,0.022682925686240196
70,0.05021858960390091,0.02242158353328705,0.05001084506511688,0.02254343405365944
71,0.050209321081638336,0.02243976481258869,0.04921168088912964,0.021916795521974564
72,0.05027168244123459,0.022457430139183998,0.050046082586050034,0.0222765002399683
73,0.05018409341573715,0.02242763713002205,0.05066167190670967,0.02252057194709778
74,0.05014610290527344,0.02239496447145939,0.0501236692070961,0.022368092089891434
75,0.05013973265886307,0.02238910086452961,0.050351593643426895,0.02250750921666622
76,0.05019015073776245,0.022417563945055008,0.0501723438501358,0.022570200264453888
77,0.050173476338386536,0.022421404719352722,0.05005631595849991,0.022325878962874413
78,0.04999382793903351,0.022330891340970993,0.05079112574458122,0.022631103172898293
79,0.050108905881643295,0.022374220192432404,0.05002770572900772,0.022268787026405334
80,0.05020538717508316,0.022426771000027657,0.04988069087266922,0.02221585251390934
81,0.050264306366443634,0.022455573081970215,0.0501994788646698,0.022420376539230347
82,0.05018552392721176,0.022425226867198944,0.049505431205034256,0.02225680835545063
83,0.05010238662362099,0.022393161430954933,0.04994449019432068,0.022248679772019386
84,0.05017809197306633,0.022420156747102737,0.04970574378967285,0.022294629365205765
85,0.05014010891318321,0.02241513691842556,0.04968114197254181,0.02210746519267559
86,0.05015462264418602,0.022403918206691742,0.05000155791640282,0.02223137952387333
87,0.05024907737970352,0.022445403039455414,0.0498233288526535,0.02234768681228161
88,0.05020854249596596,0.022438840940594673,0.05021531134843826,0.02255130745470524
89,0.05031534656882286,0.022483183071017265,0.049857646226882935,0.022270100191235542
90,0.0500711053609848,0.022374050691723824,0.049895353615283966,0.022292912006378174
91,0.05028662830591202,0.02246941812336445,0.049978744238615036,0.022430630400776863
92,0.05016342177987099,0.022417014464735985,0.05002489313483238,0.022403990849852562
93,0.05009865760803223,0.02237190119922161,0.0504148006439209,0.022564368322491646
94,0.05018278583884239,0.022407833486795425,0.05027620494365692,0.022513078525662422
95,0.05004432797431946,0.022361470386385918,0.05014023929834366,0.02236527018249035
96,0.05005320534110069,0.02236771211028099,0.050116170197725296,0.022404439747333527
97,0.05016275495290756,0.0224127359688282,0.05001932755112648,0.022389203310012817
98,0.05020007863640785,0.02243189327418804,0.049666110426187515,0.02226797491312027
99,0.05012782663106918,0.022400006651878357,0.050438251346349716,0.022525308653712273

